Pmid,Title,Study Type,Key Words,Pub year,Relevance GT,Relevance PRED
16327683,[Alternative site of implantation of pulse generator for spinal cord stimulation].,,,2005,,1.0
9412371,[Current status of neurostimulation and neuromodulation for vesicourethral dysfunction].,SystematicReview,,,,1.0
25078718,"Safety and efficacy of peripheral nerve stimulation of the occipital nerves for the management of chronic migraine: long-term results from a randomized, multicenter, double-blinded, controlled study.",CohortStudy,Peripheral nerve stimulation,2015,,1.0
29623108,"Electrical neuromodulation in the management of lower urinary tract dysfunction: evidence, experience and future prospects.",RCT,implantable neurostimulators,2018,,1.0
28416330,Delayed responses of subthalamic nucleus to deep brain stimulation in patients with Parkinson's disease.,ObservationalStudy,,2017,,1.0
20103504,Noninvasive neuromodulation with ultrasound? A continuum mechanics hypothesis.,SystematicReview,,2011,,1.0
22151290,Epidural Neurostimulation of Posterior Funiculi for the Treatment of Buerger's Disease.,CaseSeries,,2009,,1.0
32534250,External trigeminal nerve stimulation for drug resistant epilepsy: A randomized controlled trial.,ObservationalStudy,Clinical trial,,,1.0
15689584,Bilateral deep-brain stimulation of the globus pallidus in primary generalized dystonia.,RCT,,2005,,1.0
27065792,Transcranial Direct Current Stimulation Modulates Cortical Neuronal Activity in Alzheimer's Disease.,ObservationalStudy,Alzheimer's disease,2016,,1.0
26312646,Novel targets and stimulation paradigms for deep brain stimulation.,SystematicReview,Parkinson disease,2015,,1.0
10604352,Influence of sacral neuromodulation on electrosensation of the lower urinary tract.,ObservationalStudy,,2000,,1.0
18248660,Review article: gastroparesis.,SystematicReview,,2008,,1.0
26478900,Reply to comment on: Short pulse width widens the therapeutic window of subthalamic neurostimulation.,ObservationalStudy,,2015,,1.0
25110981,Neurostimulation of the cholinergic anti-inflammatory pathway ameliorates disease in rat collagen-induced arthritis.,ObservationalStudy,,2014,,1.0
24975794,[Treatment of non-neurogenic masculine urinary incontinence due to overactive bladder: a review by the LUTS committee of the French Urological Association].,SystematicReview,Anticholinergiques,2014,,1.0
29286422,Methodology for Biomimetic Chemical Neuromodulation of Rat Retinas with the Neurotransmitter Glutamate In Vitro.,ObservationalStudy,,2017,,1.0
22938390,"Tongue anatomy and physiology, the scientific basis for a novel targeted neurostimulation system designed for the treatment of obstructive sleep apnea.",SystematicReview,THN sleep therapy,,,1.0
17660851,Is impedance a parameter to be taken into account in spinal cord stimulation?,Other,,2007,,1.0
29701900,Single S1 Dorsal Root Ganglia Stimulation for Intractable Complex Regional Pain Syndrome Foot Pain After Lumbar Spine Surgery: A Case Series.,CaseSeries,Chronic foot pain,2019,,1.0
22877724,Neuromodulation for voiding dysfunction and fecal incontinence: a urology perspective.,SystematicReview,,2012,,1.0
23130900,Neurostimulation methods in the treatment of chronic pain.,SystematicReview,,2012,,1.0
28251243,[Nonpharmacological treatment procedures for Parkinson's disease].,SystematicReview,Deep brain stimulation,2017,,1.0
27039163,Prefrontal transcranial direct current stimulation facilitates affective flexibility.,ObservationalStudy,Affective flexibility,2016,,1.0
17284300,Pediatric language mapping: sensitivity of neurostimulation and Wada testing in epilepsy surgery.,Other,,2007,,1.0
32627930,Neuromuscular responses to fatiguing locomotor exercise.,SystematicReview,cycling,2020,,1.0
30825890,Clinical comparison of two techniques of brachial plexus block for forelimb surgery in dogs.,RCT,Brachial plexus,2019,,1.0
27486107,The antiepileptic and ictogenic effects of optogenetic neurostimulation of PV-expressing interneurons.,ObservationalStudy,epilepsy,2016,,1.0
30363468,The Symptomatic Treatment of Acquired Dystonia: A Systematic Review.,SystematicReview,acquired dystonia,,,1.0
25604611,Enhancing Consolidation of a New Temporal Motor Skill by Cerebellar Noninvasive Stimulation.,ObservationalStudy,cerebellum,2016,,1.0
25200252,Electrical stimulation of hippocampus for the treatment of refractory temporal lobe epilepsy.,SystematicReview,Deep brain stimulation,2014,,1.0
20418309,Selective local anesthetic placement using ultrasound guidance and neurostimulation for infraclavicular brachial plexus block.,RCT,,2010,,1.0
27411799,Update of Neurositmulation for Refractory Epilepsy: Deep Brain Stimulation and Responsive Neurostimulation.,ObservationalStudy,,2016,,1.0
26615464,Clinical efficacy of deep brain stimulation for the treatment of medically refractory epilepsy.,SystematicReview,Brain stimulation,2016,,1.0
26027515,Cluster headache management and beyond.,Other,GON block,2015,,1.0
30629728,"Randomized, Controlled, Double-Masked, Multicenter, Pilot Study Evaluating Safety and Efficacy of Intranasal Neurostimulation for Dry Eye Disease.",RCT,,2019,,1.0
28964687,[Outcomes of transcutaneous posterior tibial nerve stimulation for overactive bladder in diabetic patients].,ObservationalStudy,Electrical stimulation,2017,,1.0
31291017,Neuromodulation for the Acute and Preventive Therapy of Migraine and Cluster Headache.,SystematicReview,cluster headache,2019,,1.0
27092103,Application of Transcranial Direct Current Stimulation in Neurorehabilitation: The Modulatory Effect of Sleep.,SystematicReview,memory,2016,,1.0
19230376,[Research developments in neurostimulation after 1945: historical and ethical aspects of medical manipulations of the human brain].,Other,,2008,,1.0
22151552,Peripheral neurostimulation in the management of cervicogenic headache: four case reports.,ObservationalStudy,,2005,,1.0
25380739,Results of sacral nerve neuromodulation for double incontinence in adults.,SystematicReview,,2014,,1.0
21874271,"Hardware-related infections after deep brain stimulation surgery: review of incidence, severity and management in 212 single-center procedures in the first year after implantation.",SystematicReview,,2011,,1.0
24979056,Small-animal repetitive transcranial magnetic stimulation combined with [¹⁸F]-FDG microPET to quantify the neuromodulation effect in the rat brain.,ObservationalStudy,medial prefrontal cortex,2014,,1.0
17691388,Neurostimulation for refractory angina pectoris.,SystematicReview,,2007,,1.0
18415178,[Spinal neurostimulation for the treatment of chronic pain: changes in indications and patient selection after 19 years' experience.].,ObservationalStudy,,1991,,1.0
25649338,Percutaneous electric neurostimulation of dermatome T7 improves glycemic profile in obese and type 2 diabetic patients. A randomized clinical study.,RCT,Dermatoma T7,,,1.0
31946369,Mathematical Modeling of Neurostimulation for Post-traumatic Stress Disorder: A Migration Towards Multiscale Modeling to Assess Neural Response to Transcranial Direct Current Stimulation Treatments.,ObservationalStudy,,2019,,1.0
24419442,Neurostimulation. A promising therapeutic option for medically refractory epilepsy.,SystematicReview,,2014,,1.0
23407652,"History, applications, and mechanisms of deep brain stimulation.",SystematicReview,,2013,,1.0
22380855,"Comparison of seizure control outcomes and the safety of vagus nerve, thalamic deep brain, and responsive neurostimulation: evidence from randomized controlled trials.",Other,,2012,,1.0
20464593,Drug-resistant primary headache patients undergoing surgical therapies: how should we assess outcomes?,SystematicReview,,2010,,1.0
17359225,Neurostimulation technology for the treatment of chronic pain: a focus on spinal cord stimulation.,SystematicReview,,2007,,1.0
21947539,Responsive neurostimulation for the treatment of seizures that do not respond to medication.,RCT,,2011,,1.0
17380762,Neurostimulation for pain of spinal origin.,SystematicReview,,2006,,1.0
31341631,Selective stimulation of rat sciatic nerve using an array of mm-size magnetic coils: a simulation study.,ObservationalStudy,array configuration,2019,,1.0
29603117,Neurocognitive mechanisms behind emotional attention: Inverse effects of anodal tDCS over the left and right DLPFC on gaze disengagement from emotional faces.,ObservationalStudy,"Attentional control,",2018,,1.0
24125675,[Comparison of blockage effect of axillary brachial plexus block between ultrasound guidance alone and ultrasound guidance plus neurostimulation].,RCT,,2013,,1.0
19656575,Canadian Network for Mood and Anxiety Treatments (CANMAT) Clinical guidelines for the management of major depressive disorder in adults. IV. Neurostimulation therapies.,ObservationalStudy,,2009,,1.0
19055333,"Effects of noninvasive interactive neurostimulation on symptoms of osteoarthritis of the knee: a randomized, sham-controlled pilot study.",ObservationalStudy,,2008,,1.0
28497257,[Therapy of migranes].,SystematicReview,Attack treatment,2017,,1.0
14516109,In vitro assessment of tissue heating near metallic medical implants by exposure to pulsed radio frequency diathermy.,ObservationalStudy,,2003,,1.0
31743107,"Spinal cord stimulation for the treatment of complex regional pain syndrome leads to improvement of quality of life, reduction of pain and psychological distress: a retrospective case series with 24 months follow up.",CaseSeries,complex regional pain syndrome,2020,,1.0
1792950,Therapeutical neurostimulation--indications reconsidered.,SystematicReview,,1991,,1.0
32610297,Clinical applications of neurochemical and electrophysiological measurements for closed-loop neurostimulation.,ObservationalStudy,ACC = anterior cingulate cortex,2020,,1.0
29618971,Novel Neurostimulation of Autonomic Pelvic Nerves Overcomes Bladder-Sphincter Dyssynergia.,ObservationalStudy,bladder,2018,,1.0
25867123,Modulation of human visceral sensitivity by noninvasive magnetoelectrical neural stimulation in health and irritable bowel syndrome.,ObservationalStudy,,2015,,1.0
25250943,High-cervical spinal cord stimulation for medically intractable chronic migraine.,CohortStudy,Chronic migraine,2015,,1.0
23837549,Patient-perceived differences between constant current and constant voltage spinal cord stimulation systems.,ObservationalStudy,Chronic pain,2014,,1.0
23370067,Peripheral neurostimulation and specific motor training of deep abdominal muscles improve posturomotor control in chronic low back pain.,RCT,,2013,,1.0
11135383,Urodynamic monitoring during percutaneous sacral nerve neurostimulation in patients with neurogenic detrusor hyperreflexia.,ObservationalStudy,,2001,,1.0
26062222,[Trajectory of a patient with deep brain stimulation (DBS)].,,,2015,,1.0
29717514,Direct Electrical Neurostimulation with Organic Pigment Photocapacitors.,ObservationalStudy,artificial retina,2018,,1.0
28645599,Biplanar Fluoroscopy-Guided Percutaneous Lead Implantation for Spinal Cord Stimulation: Technical Note.,ObservationalStudy,Chronic pain,2017,,1.0
26857220,Threshold Evolution as an Analysis of the Different Pulse Frequencies in Rechargeable Systems for Spinal Cord Stimulation.,ObservationalStudy,High frequency electrical stimulation,2016,,1.0
32195040,Holmes Tremor due to Artery of Percheron Infarct: Clinical Case and Treatment Using Deep Brain Stimulation of the Vim and ZI Targets.,CaseSeries,Deep brain stimulation,2020,,1.0
26157666,Pharmacoresistant Epilepsy: A Current Update on Non-Conventional Pharmacological and Non-Pharmacological Interventions.,SystematicReview,Adenosine,2015,,1.0
19262591,Cluster headache: pharmacological treatment and neurostimulation.,SystematicReview,,2009,,1.0
18777482,Epilepsy surgery and vagal nerve stimulation: what all neurologists should know.,SystematicReview,,2008,,1.0
17998187,"Non-invasive interactive neurostimulation in the post-operative recovery of patients with a trochanteric fracture of the femur. A randomised, controlled trial.",RCT,,2007,,1.0
15144260,An in-vivo paradigm for the evaluation of stimulating electrodes for use with a visual prosthesis.,ObservationalStudy,,2004,,1.0
29471017,Moderate effects of noninvasive brain stimulation of the frontal cortex for improving negative symptoms in schizophrenia: Meta-analysis of controlled trials.,MetaAnalysis,Frontal cortex,2018,,1.0
28282317,Intranasal Tear Neurostimulation: An Emerging Concept in the Treatment of Dry Eye.,SystematicReview,,,,1.0
30995328,[The use of neurostimulation with ultrasound-guided brachial plexus block: Does it increase success?],RCT,,2020,,1.0
28842194,Development of a head-mounted wireless microstimulator for deep brain stimulation in rats.,ObservationalStudy,Experimental stroke,1993,,1.0
21247596,National trends in the usage and success of sacral nerve test stimulation.,CaseSeries,,2017,,1.0
20187699,Effects of magnetic resonance imaging in patients with implanted deep brain stimulation systems.,ObservationalStudy,,2011,,1.0
28488252,Multiscale modeling in the clinic: diseases of the brain and nervous system.,SystematicReview,Drug addiction,2016,,1.0
25723302,On-demand pulsatile intracerebral delivery of carisbamate with closed-loop direct neurostimulation therapy in an electrically induced self-sustained focal-onset epilepsy rat model.,ObservationalStudy,AD = after-discharge,2016,,1.0
25395112,The differential diagnosis of low back pain: a primer on the evolving paradigm.,SystematicReview,Chronic pain,2015,,1.0
23739365,Implantable medical devices MRI safe.,ObservationalStudy,,2014,,1.0
31337556,Spinal cord stimulation: Beyond pain management.,SystematicReview,Chronic pain,2010,,1.0
31220139,A multiple modulation synthesis method with high spatial resolution for noninvasive neurostimulation.,ObservationalStudy,,2019,,1.0
30098661,Noninvasive Focused Ultrasound for Neuromodulation: A Review.,SystematicReview,FUS,2019,,1.0
27618123,Revisiting the Corticomotor Plasticity in Low Back Pain: Challenges and Perspectives.,SystematicReview,brain,2018,,1.0
21854497,"Peripheral neurostimulation for the treatment of refractory cluster headache, long-term follow-up: case report.",Other,,2016,,1.0
18405539,[Monitoring of neuromuscular blocking].,SystematicReview,,,,1.0
18799397,Emerging technologies. Implantable neurostimulation devices.,SystematicReview,,2008,,1.0
30851091,Probabilistic mapping of the antidystonic effect of pallidal neurostimulation: a multicentre imaging study.,RCT,deep brain stimulation,1987,,1.0
30587084,Learning while multitasking: short and long-term benefits of brain stimulation.,RCT,brain stimulation,2020,,1.0
27148016,The Network Model of Depression as a Basis for New Therapeutic Strategies for Treating Major Depressive Disorder in Parkinson's Disease.,SystematicReview,Parkinson’s disease,2018,,1.0
19630498,Approach for tunneling the lead in deep brain stimulation.,ObservationalStudy,,2012,,1.0
21192375,Characterization of the electrically evoked compound action potential of the vestibular nerve.,ObservationalStudy,,2010,,1.0
27526054,Spinal Cord Stimulation for Intractable Testicular Pain: Case Report and Review of the Literature.,Other,case report,2019,,1.0
24615705,Nociception specific supraorbital nerve stimulation may prevent cluster headache attacks: serendipity in a blink reflex study.,CaseSeries,Cluster headache,2016,,1.0
9106986,Spinal cord stimulation in refractory angina pectoris--clinical results and mechanisms.,SystematicReview,,2014,,1.0
18727646,High cervical epidural neurostimulation for cluster headache: case report and review of the literature.,SystematicReview,,1993,,1.0
7612380,[Neurostimulation for a case of unconsciousness at chronic stage].,RCT,,2008,,1.0
29190020,Investigation of the Functional Retinal Output Using Microelectrode Arrays.,ObservationalStudy,Ex vivo retina,1995,,1.0
28839637,Endoscopy and implantable electronic devices.,SystematicReview,,2013,,1.0
27491519,Outcomes of Sacral Neuromodulation in a Privately Insured Population.,ObservationalStudy, urology,1997,,1.0
22877723,Implantable neuromodulation for urinary urge incontinence and fecal incontinence: a urogynecology perspective.,SystematicReview,,2016,,1.0
31247926,"Indices of Change, Expectations, and Popularity of Biological Treatments for Major Depressive Disorder between 1988 and 2017: A Scientometric Analysis.",ObservationalStudy,antidepressants,2012,,1.0
24033656,Hypoglossal nerve stimulation improves obstructive sleep apnea: 12-month outcomes.,ObservationalStudy,hypoglossal nerve,2019,,1.0
23808603,Cluster headache: potential options for medically refractory patients (when all else fails).,SystematicReview,LSD,2017,,1.0
15307555,Contribution to the theory of prosthetic vision.,ObservationalStudy,,,,1.0
7633784,Lower limb functional neurostimulation.,SystematicReview,,1996,,1.0
14679916,[Cost analysis in Italy of various strategies for the treatment of Parkinson disease in the advanced phase].,Other,,2018,,1.0
32804221,"Sciatic, Femoral, and Lateral Femoral Cutaneous Nerve Ultrasound-Guided Percutaneous Peripheral Nerve Stimulation.",ObservationalStudy,Femoral Nerve,1988,,1.0
32726773,Peripheral Nerve Stimulation for Facial Pain Using Wireless Devices.,CaseSeries,,2020,,1.0
25240663,Surgical options for complex craniofacial pain.,SystematicReview,Craniofacial pain,2020,,1.0
23493632,Psychosis from subthalamic nucleus deep brain stimulator lesion effect.,Other,Deep brain stimulation,2014,,1.0
23219040,Effective parameters for ultrasound-induced in vivo neurostimulation.,ObservationalStudy,,2013,,1.0
8230542,"Effects of nerve stimulation on blood flow in the urinary bladder, urethra and pelvic floor in the dog.",ObservationalStudy,,1997,,1.0
33132868,Brain Vital Signs Detect Cognitive Improvements During Combined Physical Therapy and Neuromodulation in Rehabilitation From Severe Traumatic Brain Injury: A Case Report.,CaseSeries,brain vital signs,1993,,1.0
33038596,An individual patient analysis of the efficacy of using GPi-DBS to treat Huntington's disease.,ObservationalStudy,Deep brain stimulation,2020,,1.0
26467451,Transcutaneous Supraorbital Nerve Stimulation (t-SNS) with the Cefaly® Device for Migraine Prevention: A Review of the Available Data.,ObservationalStudy,Cefaly®,,,1.0
21422778,Subcutaneous occipital region stimulation for intractable headache syndromes.,SystematicReview,,,,1.0
32504242,[Migraine in childhood and adolescence-neurostimulation as a future innovative approach in terms of a multimodal treatment regimen].,SystematicReview,Magnetic stimulation,1995,,1.0
30517149,Altering alpha-frequency brain oscillations with rapid analog feedback-driven neurostimulation.,ObservationalStudy,,2020,,1.0
28301217,"Neuromodulation with percutaneous electrical nerve field stimulation is associated with reduction in signs and symptoms of opioid withdrawal: a multisite, retrospective assessment.",CohortStudy,Addiction,2018,,1.0
26210303,Transcutaneous noninvasive vagus nerve stimulation (tVNS) in the treatment of schizophrenia: a bicentric randomized controlled pilot study.,RCT,Noninvasive brain stimulation,2018,,1.0
25325171,Functional variability of sacral roots in bladder control.,ObservationalStudy,neurogenic bladder,2015,,1.0
23587119,A neuroprosthesis for tremor management through the control of muscle co-contraction.,RCT,,2014,,1.0
30911705,Innovations in spinal cord stimulation for pain.,ObservationalStudy,Chronic pain,2013,,1.0
25852495,Modulating pathological oscillations by rhythmic non-invasive brain stimulation-a therapeutic concept?,SystematicReview,Parkinson’s disease,2016,,1.0
24440057,Surgical approaches to fecal incontinence in the adult.,SystematicReview,Anal incontinence,2015,,1.0
23093526,Mechanism of action of sacral nerve stimulation using a transdermal amplitude-modulated signal in a spinal cord injury rodent model.,ObservationalStudy,,2014,,1.0
22078520,Multistage seizure detection techniques optimized for low-power hardware platforms.,ObservationalStudy,,2012,,1.0
21107766,Management of chronic cluster headache.,ObservationalStudy,,2011,,1.0
16676907,Neurostimulation for epilepsy.,SystematicReview,,2011,,1.0
33244443,Novel Extranasal Tear Stimulation: Pivotal Study Results.,RCT,dry eye disease,2020,,1.0
33095534,[Treatment of sciatic posttraumatic neuropathy with chronic neuromodulation and endoscopic technics].,ObservationalStudy,chronic neurostimulation,2020,,1.0
33071769,The International Neuromodulation Registry: An Informatics Framework Supporting Cohort Discovery and Analysis.,CohortStudy,deep brain stimulation,2020,,1.0
32034418,A Systematic Literature Review of Brain Neurostimulation Therapies for the Treatment of Pain.,RCT,Chronic Pain,2020,,1.0
30441831,Remote Stimulation of Sciatic Nerve Using Cuff Electrodes and Implanted Diodes.,ObservationalStudy,implantable,2020,,1.0
28978234,The Hippocampus and Amygdala Are Integrators of Neocortical Influence: A CorticoCortical Evoked Potential Study.,ObservationalStudy,effective connectivity,2018,,1.0
26017774,Minimally invasive surgical approaches for temporal lobe epilepsy.,SystematicReview,Gamma knife,2017,,1.0
33016570,Explantation Rates of High Frequency Spinal Cord Stimulation in Two Outpatient Clinics.,ObservationalStudy,Chronic pain,1983,,1.0
32849235,Novel TMS for Stroke and Depression (NoTSAD): Accelerated Repetitive Transcranial Magnetic Stimulation as a Safe and Effective Treatment for Post-stroke Depression.,ObservationalStudy,accelerated TMS,2020,,1.0
33045706,"Transcranial Neurostimulation (rTMS, tDCS) in the Treatment of Chronic Orofacial Pain.",SystematicReview,,2020,,1.0
32812481,Variety Is the Spice of Life: Positive and Negative Effects of Noise in Electrical Stimulation of the Nervous System.,ObservationalStudy,intraspinal microstimulation,2020,,1.0
32346553,A review of the bioelectronic implications of stimulation of the peripheral nervous system for chronic pain conditions.,SystematicReview,Chronic pain,2020,,1.0
28372121,Accurate simulation of transcranial ultrasound propagation for ultrasonic neuromodulation and stimulation.,ObservationalStudy,,2020,,1.0
26017527,Advanced technologies and novel neurostimulation targets in trigeminal autonomic cephalalgias.,ObservationalStudy,,2017,,1.0
23752800,[Brain stimulation therapies for treatment-resistant depression].,SystematicReview,,2015,,1.0
30999576,A Novel Racing Array Transducer for Noninvasive Ultrasonic Retinal Stimulation: A Simulation Study.,ObservationalStudy,noninvasive neurostimulation,2020,,1.0
33124586,Effects of Non-invasive Neurostimulation on Autism Spectrum Disorder: A Systematic Review.,SystematicReview,Autism,2019,,1.0
29204571,Hypoglossal nerve stimulation for obstructive sleep apnea: A review of the literature.,SystematicReview,CPAP-intolerant,2020,,1.0
25896085,Modulating the pain network--neurostimulation for central poststroke pain.,SystematicReview,,2016,,1.0
22959705,[Transcranial direct current stimulation: a new tool for neurostimulation].,ObservationalStudy,,2015,,1.0
22200132,Neurostimulation therapies for treatment resistant depression: a focus on vagus nerve stimulation and deep brain stimulation.,ObservationalStudy,,2013,,1.0
32677482,Vagus nerve stimulation for treatment-resistant depression: is this therapy distinct from other antidepressant treatments?,ObservationalStudy,Neurostimulation,1991,,1.0
32217261,Transcranial magnetic stimulation in major depressive disorder: Response modulation and state dependency.,ObservationalStudy,MDD,2020,,1.0
31821867,Parietal tACS at beta frequency improves vision in a crowding regime.,ObservationalStudy,Neurostimulation,2020,,1.0
31759324,On the mechanisms underlying Prism Adaptation: A review of neuro-imaging and neuro-stimulation studies.,SystematicReview,Brain stimulation,2020,,1.0
30806817,Intractable Generalized Epilepsy: Therapeutic Approaches.,SystematicReview,Drug resistant,2020,,1.0
15087725,Re: Neurostimulation system used for deep brain stimulation (DBS): MR safety issues and implications of failing to follow safety recommendations.,Other,,2019,,1.0
10648501,Neurostimulation treatment for angina pectoris.,SystematicReview,,2007,,1.0
2552559,[Palliative neurosurgical treatment of chronic pain following peripheral nerve lesions].,SystematicReview,,2010,,1.0
30133071,Fixed-Life or Rechargeable Battery for Deep Brain Stimulation: Which Do Patients Prefer?,CohortStudy,Battery,2015,,1.0
2092556,[Compound acetabulum fracture caused by overstimulation with a PISCES system].,Other,,,,1.0
22939078,Neurostimulation for epilepsy.,SystematicReview,,1990,,1.0
30098653,The Mechanism of Action of Vagus Nerve Stimulation in Treatment-Resistant Depression: Current Conceptualizations.,SystematicReview,Major depression,2020,,1.0
22118900,"Changes in quality of life, burden and mood among spouses of Parkinson's disease patients receiving neurostimulation.",ObservationalStudy,,2018,,1.0
20680036,Neuropsychiatric effects of subthalamic neurostimulation in Parkinson disease.,SystematicReview,,2012,,1.0
20412727,Interventional neurophysiology and an implantable system for neurostimulation of the sacral area.,Other,,2010,,1.0
21387817,[Effects of deep brain stimulation on dysfunctions of the autonomic nervous system in Parkinson's disease].,SystematicReview,,,,1.0
15311723,An investigation into the 'carry over' effect of neurostimulation in the treatment of angina pectoris.,RCT,,2005,,1.0
30503920,The posterior insular-opercular cortex: An access to the brain networks of thermosensory and nociceptive processes?,SystematicReview,Analgesia,2004,,1.0
27115765,Surface Electromyography Reliably Records Electrophysiologically Evoked Internal Anal Sphincter Activity: A More Minimally Invasive Approach for Monitoring Extrinsic Innervation.,ObservationalStudy,,2019,,1.0
19909710,Chronic neuropathic pain in spinal cord injured patients: what is the effectiveness of surgical treatments excluding central neurostimulations?,SystematicReview,,2016,,1.0
20386879,Sacral neuromodulation as a treatment for neuropathic clitoral pain after abdominal hysterectomy.,Other,,2014,,1.0
27676323,Infection Rates of Electrical Leads Used for Percutaneous Neurostimulation of the Peripheral Nervous System.,SystematicReview,helical lead,2018,,1.0
28716433,Unmyelinated Peripheral Nerves Can Be Stimulated in Vitro Using Pulsed Ultrasound.,ObservationalStudy,Axons,2017,,1.0
25392675,Effectiveness of gastric neurostimulation in patients with gastroparesis.,ObservationalStudy,Enterra,2015,,1.0
19561039,Targeting of cardiac autonomic plexus for modulation of intracardiac neural tone.,ObservationalStudy,,2014,,1.0
1613403,[Vascular exploration tests. Importance for the indications and monitoring of epidural medullary neuro-stimulation].,,,2009,,1.0
32634593,Neuroimaging and electrophysiology meet invasive neurostimulation for causal interrogations and modulations of brain states.,ObservationalStudy,Beta bursts,2014,,1.0
27650936,Electrical neurostimulation with imbalanced waveform mitigates dissolution of platinum electrodes.,ObservationalStudy,,2019,,1.0
25848844,Peripheral neuromodulation for the treatment of refractory trigeminal neuralgia.,Other,,2016,,1.0
23862643,Brainwave entrainment for better sleep and post-sleep state of young elite soccer players - a pilot study.,RCT,Neurostimulation,,,1.0
31622740,"Efficacy of Auricular Neurostimulation in Adolescents With Irritable Bowel Syndrome in a Randomized, Double-Blind Trial.",ObservationalStudy,Controlled,2017,,1.0
31150304,Augmenting pharmacotherapy with neuromodulation techniques for the treatment of bipolar disorder: a focus on the effects of mood stabilizers on cortical excitability.,SystematicReview,Bipolar disorder,2020,,1.0
28762544,Coexisting depressive symptoms do not limit the benefits of chronic neuromodulation: A study of over 200 patients.,ObservationalStudy,depressive symptoms,2019,,1.0
19576854,Bilateral pallidal deep brain stimulation for the treatment of patients with dystonia-choreoathetosis cerebral palsy: a prospective pilot study.,ObservationalStudy,,2019,,1.0
27843360,Minimal adverse effects profile following implantation of periauricular percutaneous electrical nerve field stimulators: a retrospective cohort study.,CohortStudy,Bridge,2009,,1.0
26003255,Lower urinary tract dysfunction in patients with multiple sclerosis.,SystematicReview,antimuscarinics,2016,,1.0
32277865,The Evolving Role of High-Frequency Spinal Cord Stimulation as Salvage Therapy in Neurostimulation.,ObservationalStudy,high-frequency 10-kHz spinal cord stimulation,2020,,1.0
27372299,Subcutaneous trigeminal nerve field stimulation for refractory trigeminal pain: a cohort analysis.,CohortStudy,Chronic neuropathic pain,2016,,1.0
309313,Instrumentation problems with implanted neuroaugmentive devices.,ObservationalStudy,,,,1.0
2470053,Spinal cord stimulation (SCS) in peripheral ischemic pain.,ObservationalStudy,,2005,,1.0
28850499,Influence of paravertebral muscles training on brain plasticity and postural control in chronic low back pain.,RCT,Anticipatory postural adjustment,1989,,1.0
28314519,After-effects of peripheral neurostimulation on brain plasticity and ankle function in chronic stroke: The role of afferents recruited.,ObservationalStudy,Brain plasticity,2016,,1.0
28159327,Non-invasive transcutaneous Supraorbital Neurostimulation (tSNS) using Cefaly® device in prevention of primary headaches.,ObservationalStudy,Headaches,2017,,1.0
26941379,Restoring Conscious Arousal During Focal Limbic Seizures with Deep Brain Stimulation.,ObservationalStudy,consciousness,,,1.0
32447409,Modulation of vocal pitch control through high-definition transcranial direct current stimulation of the left ventral motor cortex.,ObservationalStudy,Auditory feedback,2016,,1.0
31710405,Annual Number of Spinal Cord Stimulation Procedures Performed in the State of Florida During 2018: Implications for Establishing Neuromodulation Centers of Excellence.,CaseSeries,center of excellence,2020,,1.0
17456686,Neurostimulation in ultrasound-guided infraclavicular block: a prospective randomized trial.,RCT,,2019,,1.0
16125463,Tissue and electrode capacitance reduce neural activation volumes during deep brain stimulation.,ObservationalStudy,,2007,,1.0
26478899,Comment on: Short pulse width widens the therapeutic window of subthalamic neurostimulation.,ObservationalStudy,,2016,,1.0
22312676,[Electric stimulation or transcutaneous electrical nerve stimulation].,,,2015,,1.0
1166406,Electrical neurological stimulation systems: a review of contemporary methodology.,ObservationalStudy,,1988,,1.0
32803641,"Central Sleep Apnea in Patients with Heart Failure-How to Screen, How to Treat.",RCT,Central sleep apnea,1975,,1.0
32383279,Localization of the Sphenopalatine Ganglion Within the Pterygopalatine Fossa on Computed Tomography Angiography-A Potential Role in the Setting of Sphenopalatine Ganglion Microstimulator Implantation.,ObservationalStudy,Cluster,2020,,1.0
32363183,Untangling Photofaradaic and Photocapacitive Effects in Organic Optoelectronic Stimulation Devices.,ObservationalStudy,bioelectronics,2020,,1.0
31665058,Neural stimulation systems for the control of refractory epilepsy: a review.,SystematicReview,Biomarkers,2020,,1.0
31538187,A Novel Robotic-Assisted Technique to Implant the Responsive Neurostimulation System.,ObservationalStudy,ECoG,2019,,1.0
25714553,The spacing principle for unlearning abnormal neuronal synchrony.,ObservationalStudy,,2017,,1.0
25571312,A testbed to explore the optimal electrical stimulation parameters for suppressing inter-ictal spikes in human hippocampal slices.,ObservationalStudy,,2015,,1.0
24876130,3-D flexible nano-textured high-density microelectrode arrays for high-performance neuro-monitoring and neuro-stimulation.,ObservationalStudy,,2014,,1.0
22644167,Drug-resistant chronic migraine: the Italian GON project.,SystematicReview,,2014,,1.0
21332929,Spinal cord stimulation in a patient with spinal epidural lipomatosis.,CaseSeries,,2012,,1.0
20805727,"A review of continuation electroconvulsive therapy: application, safety, and efficacy.",SystematicReview,,2011,,1.0
18262282,A combined wireless neural stimulating and recording system for study of pain processing.,ObservationalStudy,,2010,,1.0
17424972,[Translational research for neurostimulation].,SystematicReview,,2008,,1.0
15986735,Electrically evoked hearing perception by functional neurostimulation of the central auditory system.,SystematicReview,,2007,,1.0
11696801,Transcutaneous neuromodulation for the urge syndrome in children: a pilot study.,ObservationalStudy,,2005,,1.0
